EXT_SOURCE_1;PAYMENT_RATE;EXT_SOURCE_3;EXT_SOURCE_2;DAYS_BIRTH;ACTIVE_DAYS_CREDIT_MAX;AMT_ANNUITY;APPROVED_CNT_PAYMENT_MEAN;INSTAL_DAYS_ENTRY_PAYMENT_MEAN;INSTAL_DPD_MEAN;DAYS_EMPLOYED;PREV_CNT_PAYMENT_MEAN;INSTAL_DAYS_ENTRY_PAYMENT_MAX;POS_MONTHS_BALANCE_SIZE;BURO_AMT_CREDIT_MAX_OVERDUE_MEAN;INSTAL_AMT_PAYMENT_SUM;CODE_GENDER;AMT_CREDIT;DAYS_ID_PUBLISH;ANNUITY_INCOME_PERC;INSTAL_AMT_PAYMENT_MIN;AMT_GOODS_PRICE;ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN;ACTIVE_DAYS_CREDIT_ENDDATE_MAX;DAYS_EMPLOYED_PERC;INCOME_CREDIT_PERC;POS_SK_DPD_DEF_MEAN;CLOSED_DAYS_CREDIT_MAX;PREV_APP_CREDIT_PERC_MIN;TARGET
;0.0425117162249515;0.1253078784282391;0.1299055368358503;-15475;-167.0;37881.0;20.666666666666668;-927.3846153846154;0.0;-5225.0;24.5;-167.0;15.0;2197.8;435288.915;1;891072.0;-5436;0.2405142857142857;4103.91;720000.0;597.06;1509.0;0.3376413570274637;0.1767533936651583;0.0;-532.0;0.7911392405063291;0.0
0.6069750773975039;0.1054903660244016;0.6006575372857061;0.1912990991972368;-13825;-211.0;28480.5;24.0;-351.6818181818182;0.0;-935.0;24.0;-32.0;22.0;0.0;346031.73;0;269982.0;-4880;0.1406444444444444;15728.715;238500.0;20864.13;30932.0;0.067631103074141;0.7500500033335555;0.0;-544.0;0.8833866858300125;0.0
0.3912119606760781;0.0486386320270071;0.6832688314232291;0.6801404349358985;-19304;;23859.0;27.0;-1135.354838709677;0.4193548387096774;-4634.0;27.0;-37.0;31.0;6938.685;571808.295;0;490536.0;-2525;0.1828275862068965;3001.23;405000.0;;;0.2400538748445917;0.2660355203287832;0.0;-1405.0;0.7521381400887734;1.0
0.3864456768530702;0.0560784478062272;0.4614823912998385;0.1275218901365719;-12035;-304.0;30109.5;10.22222222222222;-1631.3225806451612;0.0;-4019.0;10.22222222222222;-12.0;70.0;0.0;573117.84;1;536917.5;-4654;0.1486888888888889;4397.76;463500.0;0.0;1033.0;0.3339426672206065;0.3771529145539119;0.0;-423.0;0.9044810877812418;0.0
;0.1199204946996466;0.0576392903477425;0.4128086232378098;-11624;-439.0;12217.5;0.0;-139.0;1.4782608695652173;-1839.0;6.0;-28.0;;;73440.0;1;101880.0;-990;0.0905;139.23;90000.0;0.0;960.0;0.1582071576049552;1.325088339222615;;;0.8170743785282757;0.0
0.4583966261926337;0.0359139072847682;0.3859146722745145;0.6966166506996865;-15180;-459.0;24403.5;8.0;-1134.2857142857142;0.0;-2189.0;8.0;-1020.0;9.0;2411.424;76464.26999999999;1;679500.0;-4749;0.21692;9630.81;679500.0;0.0;31169.0;0.1442028985507246;0.1655629139072847;0.0;-614.0;1.298804780876494;0.0
;0.05;0.722392890081304;0.5832245785203023;-15336;-1022.0;27000.0;8.0;-1211.6666666666667;0.0;-8066.0;8.0;-60.0;14.0;2272.5;235755.495;1;540000.0;-4185;0.15;4795.74;540000.0;0.0;381.0;0.5259520083463746;0.3333333333333333;0.0;-1714.0;1.1111111111111112;0.0
;0.0751629493138252;0.6738300778602003;0.614769427878572;-10904;-714.0;24597.0;9.0;-815.6141732283464;0.2125984251968504;-1777.0;15.6;-10.0;37.0;0.0;1429662.555;0;327249.0;-3444;0.1561714285714285;1.08;292500.0;0.0;2938.0;0.1629677182685253;0.4812848931547537;0.0;-975.0;0.0;0.0
;0.093076923076923;;0.377058964238051;-8572;;22324.5;12.0;-607.2285714285714;0.2285714285714285;-436.0;12.0;-14.0;35.0;;243647.91;0;239850.0;-1253;0.1417428571428571;144.81;225000.0;;;0.0508632757816145;0.6566604127579737;0.0;;1.0;0.0
0.418330217326588;0.0424686192468619;;0.4541381595326016;-15199;-249.0;55723.5;10.0;-299.5;0.0;-2832.0;10.0;-162.0;12.0;;77348.88;1;1312110.0;-5182;0.2751777777777778;7733.43;1125000.0;;297.0;0.186328047897888;0.1543315728102064;0.0;;1.0;0.0
0.4823907489120944;0.0777163904235727;0.7530673920730478;0.4347353612965653;-13782;;30384.0;8.0;-1381.4137931034484;1.4137931034482758;-1962.0;12.0;-311.0;27.0;;188245.755;1;390960.0;-3970;0.4501333333333333;31.095;337500.0;;;0.1423595994775794;0.1726519337016574;0.0;-1220.0;0.902335456475584;0.0
0.5078715442885486;0.032258834765998;0.0822685076491272;0.0863305020776763;-20476;-165.0;30397.5;4.0;-223.75;0.0;;4.0;-177.0;5.0;;62531.055;1;942300.0;-4036;0.33775;15631.11;675000.0;0.0;1661.0;;0.0955109837631327;0.0;;1.073361395069152;1.0
;0.0293601694915254;0.7898803468924867;0.2653117484731741;-14774;-817.0;31180.5;14.444444444444445;-814.2060606060606;0.0363636363636363;-1271.0;14.444444444444445;-6.0;122.0;0.0;2988155.52;1;1062000.0;-4029;0.4075882352941176;0.36;1062000.0;92250.0;31115.0;0.0860295113036415;0.0720338983050847;0.0;-1041.0;0.8726574601304623;0.0
;0.0651662568159948;0.4206109640437848;0.7055205728923158;-22936;-241.0;16456.5;14.0;-1541.654867256637;0.7964601769911505;;14.0;-23.0;5.0;0.0;428885.82;1;252531.0;-4587;0.2285625;117.72;234000.0;0.0;-56.0;;0.2851135108164938;0.0;-152.0;0.8859773941525492;0.0
0.7236541872203825;0.0425555555555555;0.475849908720221;0.6674382319781625;-19725;-432.0;29299.5;18.0;-498.348623853211;0.2844036697247706;-6170.0;18.0;-20.0;63.0;;4958218.125;0;688500.0;-3272;0.0813875;83.97;688500.0;0.0;1390.0;0.3128010139416983;0.5228758169934641;0.0;;0.8434785053560885;0.0
0.4140282600764813;0.0727666666666666;0.4400578303966329;0.6538447201832579;-10954;-214.0;49117.5;10.666666666666666;-1941.290322580645;0.0;-2853.0;10.666666666666666;-1609.0;34.0;;154540.44;0;675000.0;-3282;0.2425555555555555;3696.615;675000.0;0.0;3464.0;0.2604528026291766;0.3;0.0;-386.0;1.0;0.0
;0.04691;;0.3819095449191232;-9209;;21109.5;16.6;-1085.0972222222222;0.0;-352.0;16.6;-18.0;81.0;0.0;1345902.75;0;450000.0;-26;0.1563666666666666;2501.37;450000.0;;;0.0382234770333369;0.3;0.0;-430.0;0.8707136997538967;0.0
;0.0773858904451621;0.7435593141311444;0.5886148703619964;-20512;-1063.0;43236.0;8.0;-415.375;0.0;-864.0;9.333333333333334;-13.0;17.0;0.0;58107.42;0;558706.5;-3029;0.2135111111111111;3099.78;495000.0;0.0;763.0;0.0421216848673947;0.3624443245245938;0.0;-609.0;0.9044645229869784;0.0
0.2510797774054604;0.0472;0.6738300778602003;0.2786019027521863;-8690;-832.0;10620.0;9.666666666666666;-522.9285714285714;0.0;-2052.0;34.833333333333336;-95.0;32.0;0.0;186830.775;1;225000.0;-101;0.1311111111111111;4900.14;225000.0;71720.865;;0.2361334867663981;0.36;0.0;;0.8742126237305566;0.0
0.436778092479878;0.0534551635687504;0.7076993447402619;0.5418023648135687;-10942;-922.0;39199.5;13.0;-1325.7777777777778;0.0;-334.0;13.0;-624.0;18.0;;390673.035;0;733315.5;-3456;0.1583818181818181;7660.845;679500.0;0.0;912.0;0.0305245841710838;0.3375082075859572;0.0;-245.0;0.8832637113702018;0.0
0.6097887419917734;0.0287771285475793;0.4920600938649263;0.0243647784811445;-14788;-90.0;31027.5;10.666666666666666;-1952.225806451613;0.3548387096774194;-573.0;10.666666666666666;-1554.0;33.0;;144015.75;1;1078200.0;-4397;0.1532222222222222;2811.96;900000.0;0.0;1476.0;0.0387476332161211;0.187813021702838;0.2727272727272727;-1156.0;1.0196465810558666;0.0
;0.0750199590405776;0.5937175866150576;0.7282701618887683;-23251;-579.0;38902.5;27.428571428571427;-611.304347826087;0.0289855072463768;;24.0;-31.0;72.0;0.0;4103609.445;1;518562.0;-4401;0.2881666666666667;3.6;463500.0;135000.0;1264.0;;0.2603353118817036;0.0;-521.0;0.8632596685082873;0.0
;0.0490185634005379;0.6738300778602003;0.644256583221553;-17483;-366.0;16564.5;24.8;-1022.725;0.0;-1099.0;20.666666666666668;-48.0;43.0;0.0;1800256.005;0;337923.0;-1028;0.044890243902439;4094.145;279000.0;0.0;1439.0;0.062861065034605;1.0919647375289636;0.0;-1004.0;0.728516061350766;0.0
0.3309684168878161;0.05;0.4920600938649263;0.6058294592119691;-10081;-908.0;6750.0;12.0;-205.3571428571429;0.2857142857142857;-2613.0;12.0;-15.0;42.0;17144.73;201509.325;1;135000.0;-763;0.0384615384615384;311.985;135000.0;0.0;27430.0;0.2592004761432397;1.3;0.0;-728.0;1.0;0.0
;0.05;0.4311917977993083;0.1089797838058601;-18809;-284.0;19125.0;27.33333333333333;-286.7368421052632;0.0;-3474.0;27.33333333333333;-32.0;21.0;0.0;404991.045;1;382500.0;-2319;0.10625;18417.33;382500.0;126453.105;;0.1846988143973629;0.4705882352941176;0.0;-676.0;0.7163323782234957;0.0
;0.0534085126490258;0.5531646987710016;0.5665253743312849;-18883;-1414.0;52897.5;12.0;-1308.5;0.0;-490.0;12.0;-1042.0;15.0;;128862.45;0;990432.0;-2411;0.293875;5506.425;855000.0;0.0;2239.0;0.0259492665360377;0.181738877580692;0.0;;0.0;0.0
0.3983059347615587;0.0293919352767432;0.7136313997323308;0.7057386012247338;-13488;-575.0;24718.5;10.0;-918.3793103448276;2.931034482758621;-1365.0;10.0;-39.0;58.0;;642807.495;1;840996.0;-900;0.21972;4.905;702000.0;0.0;30997.0;0.1012010676156583;0.1337699584778049;0.4137931034482758;-576.0;0.8245110649384915;0.0
;0.035425;0.6212263380626669;0.3108502288803516;-12914;-1542.0;25506.0;16.8;-1151.8444444444444;0.4;-2372.0;17.0;-241.0;37.0;0.0;1621370.385;1;720000.0;-4149;0.22672;31.68;720000.0;0.0;617.0;0.1836766300139383;0.15625;0.0;-2343.0;0.0;0.0
;0.0425972558894824;0.4311917977993083;0.4745427150331085;-15950;-371.0;24435.0;7.333333333333333;-232.52631578947367;0.3947368421052631;-7757.0;7.333333333333333;-34.0;24.0;6837.3;334463.76;1;573628.5;-162;0.181;38.115;463500.0;0.0;-6.0;0.4863322884012539;0.2353439551905109;0.3333333333333333;-1435.0;0.9665900886117492;0.0
;0.0429522205332566;0.363945238612397;0.5140699572399979;-21003;-146.0;9409.5;18.0;-561.6410256410256;0.1794871794871795;;18.0;-30.0;42.0;0.0;411187.14;1;219069.0;-4524;0.0550263157894736;18.81;148500.0;0.0;585.0;;0.7805759829094943;0.0;;0.8256419799032378;0.0
0.2431159661047081;0.0389385955759599;;0.679535958362255;-12483;;26869.5;16.4;-1086.561403508772;1.6140350877192982;-698.0;16.4;-26.0;52.0;;535282.785;1;690048.0;-454;0.1706;1.35;576000.0;;;0.0559160458223183;0.2282449916527545;0.0;;0.791950060560887;0.0
0.4912835244546424;0.0332111111111111;0.266456808245056;0.7472842698722587;-13584;-17.0;26901.0;14.75;-1411.7405405405405;0.8864864864864865;-6337.0;14.75;-5.0;64.0;0.0;737541.675;1;810000.0;-1602;0.1708;172.44;810000.0;0.0;438.0;0.4665047114252061;0.1944444444444444;0.0;-709.0;0.0;0.0
;0.0468543593130779;0.1566398270314114;0.1252164035315259;-8883;-983.0;25537.5;9.0;-662.6923076923077;0.0;-1270.0;9.0;-239.0;15.0;5577.75;102560.355;0;545040.0;-1312;0.146640826873385;5421.51;450000.0;0.0;107.0;0.1429697174378025;0.3195178335535006;0.0;-353.0;0.9232383283790871;1.0
0.362060190788869;0.1196819787985865;0.1538025863067176;0.2651072007852093;-12119;-164.0;15241.5;12.0;-177.69230769230768;0.6153846153846154;-720.0;12.0;-16.0;11.0;1527.03;192644.595;1;127350.0;-2388;0.28225;928.575;112500.0;0.0;20.0;0.0594108424787523;0.4240282685512367;0.0;-260.0;0.9209737378582564;1.0
0.5117549935853298;0.0574;0.5190973382084597;0.6435295356270064;-14695;-595.0;15498.0;8.0;-1189.8636363636365;0.4545454545454545;-3109.0;10.8;-29.0;18.0;16396.605;119833.02;1;270000.0;-4698;0.0984;269.55;270000.0;0.0;-413.0;0.2115685607349438;0.5833333333333334;0.1666666666666666;-1085.0;1.0;0.0
0.8648774819039083;0.029237181795367;0.6347055309763198;0.5723210876165798;-15498;-414.0;24115.5;14.333333333333334;-373.0263157894737;0.2105263157894736;-7526.0;14.333333333333334;-14.0;35.0;0.0;4291329.105;1;824823.0;-4447;0.10718;0.585;688500.0;52.7625;1412.0;0.4856110465866563;0.2727857976802296;0.0;-414.0;0.0;0.0
0.8764167394886727;0.0618879353861686;;0.5991574149989127;-23004;;11034.0;12.0;-497.3333333333333;0.0;;12.0;-403.0;8.0;;246172.455;0;178290.0;-1205;0.2884705882352941;24345.855;157500.0;;;;0.2145381120646138;0.0;;0.920980823163799;0.0
;0.0485809682804674;;0.404622873668051;-20415;;13095.0;6.0;-151.66666666666666;0.0;;6.0;-19.0;11.0;;37170.045;1;269550.0;-3933;0.2425;2948.715;225000.0;;;;0.2003338898163606;0.0;;0.926517571884984;0.0
;0.0777940837937384;0.4276573700350293;0.5591865153186744;-16555;-2815.0;24331.5;10.0;-412.3703703703704;0.0;-1261.0;6.0;-28.0;36.0;3235.5;620580.78;0;312768.0;-112;0.2002592592592592;9300.69;270000.0;;-2495.0;0.0761703412866203;0.3884668508287293;0.0;-596.0;0.9558401835213152;0.0
;0.0293989983305509;0.4507472818545589;0.1604053214783667;-18664;-124.0;23773.5;12.0;-1247.5217391304348;0.0;-7773.0;12.0;-395.0;24.0;3248.595;318029.22;0;808650.0;-2222;0.21132;10015.92;675000.0;0.0;1318.0;0.4164702100300043;0.139120756816917;0.0;-543.0;0.920968087384879;0.0
;0.0487226200059314;0.7121551551910698;0.5582915354617412;-20690;-1971.0;10350.0;16.666666666666668;-1910.2771084337348;2.180722891566265;;16.666666666666668;-143.0;66.0;0.0;1958393.16;1;212427.0;-3697;0.1210526315789473;3.6;144000.0;;30975.0;;0.4024912087446511;0.0757575757575757;-2102.0;0.9066511931529702;0.0
0.3802272245313712;0.0545450770316847;0.2188590822283744;0.218887559534751;-13543;-101.0;23643.0;15.0;-538.3333333333334;0.0;-6039.0;51.81818181818182;-278.0;14.0;0.0;258630.435;1;433458.0;-1789;0.1876428571428571;8084.7;310500.0;160.875;5154.0;0.4459130177951709;0.2906856027573605;0.0;-926.0;0.7689046346846323;0.0
0.6200863352813623;0.0650949367088607;0.7801436381572275;0.4814612091810527;-12464;-872.0;9256.5;4.857142857142857;-1176.1851851851852;0.0;-3148.0;4.857142857142857;-32.0;28.0;0.0;325069.965;0;142200.0;-3969;0.08228;4345.065;112500.0;0.0;338.0;0.2525673940949935;0.7911392405063291;0.0;-202.0;0.864528399757932;0.0
;0.0468543593130779;0.4938628816996244;0.551940677457693;-11270;-2331.0;25537.5;6.0;-283.6666666666667;0.0;-322.0;6.0;-210.0;7.0;;88573.995;0;545040.0;-3501;0.227;14758.02;450000.0;0.0;4974.0;0.0285714285714285;0.2064068692206076;0.0;-1133.0;0.9498267962900884;0.0
0.2878600565678904;0.0294057142857142;0.501075160239048;0.4838036734116112;-14152;-145.0;23157.0;15.0;-1941.55;2.5;-5944.0;15.0;-413.0;24.0;;965399.13;1;787500.0;-773;0.1470285714285714;3305.88;787500.0;0.0;1681.0;0.4200113058224985;0.2;1.0833333333333333;-493.0;0.8792909397861565;0.0
;0.0385;0.722392890081304;0.1942151121136184;-17700;;6237.0;32.0;-766.2857142857143;0.3095238095238095;;49.5;-34.0;44.0;;964496.475;1;162000.0;-1231;0.0462;3477.42;162000.0;;;;0.8333333333333334;0.0;-910.0;0.8732105272312964;0.0
;0.1075621546961326;;0.4866767467515125;-20802;;5607.0;7.2;-595.1553398058253;0.0;;7.2;-7.0;46.0;;3740707.98;0;52128.0;-3581;0.04984;122.94;45000.0;;;;2.1581491712707184;0.0;;0.0;0.0
;0.0561142857142857;;0.5696588184875808;-17843;;26514.0;8.0;-270.2;0.0;-673.0;8.0;-31.0;11.0;;130629.735;1;472500.0;-1394;0.1964;10622.385;472500.0;;;0.0377178725550636;0.2857142857142857;0.0;;0.9099181073703366;0.0
;0.037277600808018;0.3441550073724169;0.5592080763770361;-11203;-79.0;21591.0;6.0;-881.1666666666666;0.0;-3070.0;6.0;-810.0;7.0;0.0;47995.335;0;579195.0;-3802;0.1370857142857142;7972.335;468000.0;0.0;1100.0;0.2740337409622422;0.2719291430347292;0.0;;1.6666666666666667;0.0
0.3120561839103575;0.05;0.2567055724393002;0.3530301190332439;-7973;-45.0;9000.0;10.0;-677.1;0.0;-1085.0;10.0;-533.0;11.0;0.0;150067.755;1;180000.0;-650;0.08;14930.82;180000.0;9287.341363636364;27466.0;0.1360842844600527;0.625;0.0;;1.1111111111111112;0.0
0.7181640858133658;0.0560864288278432;0.6144143775673561;0.5547781020813535;-17347;-256.0;29529.0;11.5;-997.4166666666666;0.0;-9503.0;11.5;-28.0;39.0;0.0;380783.25;1;526491.0;-896;0.16405;3103.875;454500.0;0.0;10288.0;0.5478180665244711;0.341886186088651;0.0;-167.0;0.8859724152678286;0.0
;0.0563427561837455;0.8347841592331774;0.6992582484851328;-24456;-991.0;14350.5;24.0;-1101.408163265306;0.1224489795918367;;24.0;-367.0;55.0;0.0;1870250.22;1;254700.0;-4992;0.200566037735849;7276.32;225000.0;338391.045;799.0;;0.2809187279151943;0.0;-1168.0;1.0;0.0
